id,type,lat,lon,name,city,text_description,tags
764556467,node,55.7994425,49.1062434,Зодчим Казанского кремля,Казань,Зодчим Казанского кремля. Туризм: attraction. Исторический объект: memorial,"{'historic': 'memorial', 'memorial': 'statue', 'name': 'Зодчим Казанского кремля', 'name:en': 'Monument to the architects of the Kazan Kremlin', 'name:ru': 'Зодчим Казанского кремля', 'tourism': 'attraction'}"
768039194,node,55.8620481,49.2143768,Дербышки,Казань,Дербышки. Туризм: hotel. Телефон: +7 843 2229000. Вебсайт: www.derbishki-hotel.ru,"{'name': 'Дербышки', 'phone': '+7 843 2229000', 'smoking': 'outside', 'stars': '3', 'tourism': 'hotel', 'website': 'www.derbishki-hotel.ru'}"
768039662,node,55.8630711,49.2167279,Магнит,Казань,Магнит. Магазин: convenience. Часы работы: 08:00-22:00. Телефон: +7 843 2000468,"{'brand': 'Магнит', 'brand:en': 'Magnit', 'brand:wikidata': 'Q940518', 'brand:wikipedia': 'ru:Магнит (сеть магазинов)', 'contact:email': 'info@magnit.ru', 'contact:facebook': 'https://www.facebook.com/magnitretail', 'contact:ok': 'https://ok.ru/magnitinfo', 'contact:phone': '+7 800 2009002', 'contact:twitter': 'https://twitter.com/magnitretail', 'contact:vk': 'https://vk.com/magnitretail', 'contact:website': 'https://magnit.ru', 'contact:youtube': 'https://www.youtube.com/channel/UCoWX1GhHlSJGwKpCEJitsoA', 'name': 'Магнит', 'name:en': 'Magnit', 'name:ru': 'Магнит', 'opening_hours': '08:00-22:00', 'operator': 'АО ""Тандер""', 'payment:mir': 'yes', 'phone': '+7 843 2000468', 'shop': 'convenience'}"
768040392,node,55.8617276,49.2190548,Магнит,Казань,Магнит. Магазин: convenience. Часы работы: 08:00-23:00,"{'brand': 'Магнит', 'brand:en': 'Magnit', 'brand:wikidata': 'Q940518', 'brand:wikipedia': 'ru:Магнит (сеть магазинов)', 'contact:email': 'info@magnit.ru', 'contact:facebook': 'https://www.facebook.com/magnitretail', 'contact:ok': 'https://ok.ru/magnitinfo', 'contact:phone': '+7 800 2009002', 'contact:twitter': 'https://twitter.com/magnitretail', 'contact:vk': 'https://vk.com/magnitretail', 'contact:website': 'https://magnit.ru', 'contact:youtube': 'https://www.youtube.com/channel/UCoWX1GhHlSJGwKpCEJitsoA', 'name': 'Магнит', 'name:en': 'Magnit', 'name:ru': 'Магнит', 'opening_hours': '08:00-23:00', 'operator': 'АО ""Тандер""', 'payment:mir': 'yes', 'shop': 'convenience'}"
768040645,node,55.8624818,49.2150675,Дербышки,Казань,Дербышки. Тип: restaurant. Кухня: regional,"{'amenity': 'restaurant', 'cuisine': 'regional', 'name': 'Дербышки'}"
838930870,node,55.8262313,48.8970148,Паровоз,Казань,Паровоз. Туризм: attraction. Исторический объект: memorial,"{'historic': 'memorial', 'name': 'Паровоз', 'tourism': 'attraction'}"
863339629,node,55.8626703,49.1059813,Авиатор,Казань,Авиатор. Туризм: hotel,"{'name': 'Авиатор', 'tourism': 'hotel'}"
892767318,node,55.7965562,49.1250441,В. И. Ленину,Казань,В. И. Ленину. Исторический объект: memorial,"{'historic': 'memorial', 'inscription': 'Ленин', 'material': 'metal', 'memorial': 'statue', 'memorial:subject': 'Владимир Ильич Ленин', 'name': 'В. И. Ленину', 'name:en': 'Monument to Lenin', 'name:ru': 'В. И. Ленину', 'name:tt': 'Владимир Ленин һәйкәле', 'wikidata': 'Q20577582', 'wikipedia': 'tt:Владимир Ленин һәйкәле (Ирек мәйданы, Казан)'}"
951620709,node,55.7735623,49.0903101,Казань,Казань,Казань. Тип: ferry terminal,"{'amenity': 'ferry_terminal', 'cargo': 'passengers', 'ferry': 'yes', 'mooring': 'yes', 'name': 'Казань', 'name:ru': 'Казань', 'public_transport': 'stop_position'}"
966489790,node,55.7911835,49.1221891,В.И. Ульянову-Ленину,Казань,В.И. Ульянову-Ленину. Исторический объект: memorial,"{'heritage': '2', 'historic': 'memorial', 'inscription': 'Владимир Ульянов 1887', 'material': 'metal', 'memorial': 'statue', 'name': 'В.И. Ульянову-Ленину', 'ref:egrokn': '161510400850006', 'start_date': '1954', 'wikidata': 'Q130379462'}"
966495557,node,55.7954261,49.1236839,Refettorio,Казань,Refettorio. Тип: cafe. Кухня: pizza. Часы работы: Mo-Su 10:00-23:00,"{'amenity': 'cafe', 'check_date': '2023-03-26', 'contact:email': 'refetorio@yandex.ru', 'contact:phone': '+7 843 2152215;+7 843 2920292', 'contact:website': 'https://refettorio.cafe', 'cuisine': 'pizza', 'delivery': 'yes', 'name': 'Refettorio', 'opening_hours': 'Mo-Su 10:00-23:00', 'operator': 'ООО ""Театрал""', 'wheelchair': 'no'}"
969126382,node,55.8277597,49.1055606,"Воинам, погибшим в ВОВ",Казань,"Воинам, погибшим в ВОВ. Исторический объект: monument","{'historic': 'monument', 'inscription': 'От благодарного народа Татарстана – участникам Великой Отечественной войны', 'name': 'Воинам, погибшим в ВОВ', 'name:ru': 'Воинам, погибшим в ВОВ'}"
1012203858,node,55.7920925,49.1204507,Н. И. Лобачевскому,Казань,"Н. И. Лобачевскому. Исторический объект: memorial. Памятник Лобачевскому — памятник выдающемуся математику, деятелю университетского образования и народного просвещения Российской империи Николаю Ивановичу Лобачевскому, открытый в Казани 1 сентября 1896 года. Находится в сквере Лобачевского, расположенном на Кремлёвской улице у начала улицы Лобачевского.","{'historic': 'memorial', 'inscription': 'Математик Николай Иванович Лобачевский Ум. 12/II-1856 г. на 63 году', 'memorial': 'bust', 'name': 'Н. И. Лобачевскому', 'wikidata': 'Q4343234', 'wikipedia': 'ru:Памятник Лобачевскому (Казань)'}"
1013114947,node,55.8179104,49.1112024,Picasso,Казань,Picasso. Тип: restaurant. Кухня: italian. Часы работы: 12:00-24:00,"{'addr:floor': '1', 'addr:housenumber': '20', 'addr:street': 'Чистопольская улица', 'amenity': 'restaurant', 'check_date': '2025-02-15', 'contact:email': 'restoran_picasso@mail.ru', 'contact:phone': '+7 843 5188555', 'contact:website': 'https://restoran-picasso.ru', 'cuisine': 'italian', 'level': '0', 'name': 'Picasso', 'name:ru': 'Пикассо', 'opening_hours': '12:00-24:00', 'operator': 'ООО кафе-ресторан ""Пикассо""', 'source': 'my girl works here', 'wheelchair': 'no'}"
1013114970,node,55.8180467,49.112305,МузМаркет,Казань,МузМаркет. Магазин: music. Часы работы: Mo-Sa 11:00-19:00,"{'addr:floor': '1', 'check_date': '2025-03-30', 'contact:email': 'info@muz-market.ru', 'contact:phone': '+7 843 5188755;+7 843 5188777', 'contact:website': 'https://muz-market.ru/', 'level': '0', 'name': 'МузМаркет', 'opening_hours': 'Mo-Sa 11:00-19:00', 'operator': 'ИП Усманов С. Р.', 'shop': 'music', 'wheelchair': 'no'}"
1013124327,node,55.8198221,49.1232377,Auto3n,Казань,Auto3n. Магазин: car parts. Часы работы: 08:00-20:00,"{'addr:floor': '1', 'check_date': '2024-05-04', 'contact:website': 'https://auto3n.ru/', 'level': '0', 'name': 'Auto3n', 'opening_hours': '08:00-20:00', 'operator': 'ООО ""Авто3н""', 'shop': 'car_parts'}"
1017785137,node,55.7499109,49.205116,Кварт,Казань,Кварт. Туризм: hotel,"{'name': 'Кварт', 'tourism': 'hotel', 'wheelchair': 'no'}"
1018037729,node,55.7559978,49.1970145,Солнышко,Казань,Солнышко. Магазин: convenience,"{'name': 'Солнышко', 'shop': 'convenience'}"
1018061360,node,55.7515658,49.208976,Полина,Казань,Полина. Магазин: convenience,"{'name': 'Полина', 'shop': 'convenience'}"
1042262704,node,55.7965715,49.1222439,Шамилю Усманову,Казань,Шамилю Усманову. Исторический объект: memorial,"{'historic': 'memorial', 'memorial': 'plaque', 'name': 'Шамилю Усманову'}"
1069187416,node,55.7909186,49.114501,Нулевой меридиан Казани,Казань,Нулевой меридиан Казани. Туризм: artwork,"{'artwork_type': 'sculpture', 'name': 'Нулевой меридиан Казани', 'name:en': 'Kazan Zero Meridian', 'tourism': 'artwork'}"
1069187417,node,55.7928478,49.1076021,Древняя Бухара,Казань,"Древняя Бухара. Тип: cafe. Часы работы: Mo-Fr 12:00-24:00; Sa-Su 00:00-02:00,12:00-24:00","{'amenity': 'cafe', 'check_date': '2025-05-30', 'contact:phone': '+7 843 2921759;+7 843 2921779', 'name': 'Древняя Бухара', 'opening_hours': 'Mo-Fr 12:00-24:00; Sa-Su 00:00-02:00,12:00-24:00', 'operator': 'ООО ""Древняя Бухара""', 'wheelchair': 'no'}"
1110717751,node,55.7954968,49.139328,Л. Н. Толстому,Казань,Л. Н. Толстому. Исторический объект: memorial,"{'heritage:type': 'artwork', 'historic': 'memorial', 'inscription': 'Лев Толстой', 'memorial': 'bust', 'name': 'Л. Н. Толстому', 'name:ru': 'Л. Н. Толстому', 'start_date': '1949', 'subject:wikidata': 'Q7243', 'subject:wikipedia': 'ru:Толстой, Лев Николаевич'}"
1135635323,node,55.7915286,49.1414147,Научная библиотека КГМУ,Казань,Научная библиотека КГМУ. Тип: library,"{'amenity': 'library', 'name': 'Научная библиотека КГМУ'}"
1141214285,node,55.7945457,49.1412139,С.М. Кирову,Казань,С.М. Кирову. Исторический объект: memorial,"{'historic': 'memorial', 'inscription': 'Киров', 'material': 'concrete', 'memorial': 'statue', 'name': 'С.М. Кирову'}"
1141214313,node,55.7941604,49.1423311,В.А. Котельникову,Казань,В.А. Котельникову. Исторический объект: memorial,"{'historic': 'memorial', 'memorial': 'bust', 'name': 'В.А. Котельникову', 'subject:wikidata': 'Q689486', 'subject:wikipedia': 'ru:Котельников, Владимир Александрович'}"
1142913208,node,55.7929755,49.1485907,Н. Е. Ершову,Казань,Н. Е. Ершову. Исторический объект: memorial,"{'historic': 'memorial', 'inscription': 'Военный руководитель и герой Октябрьского вооружённого восстания в Казани Н. Е. Ершов', 'material': 'concrete', 'memorial': 'bust', 'name': 'Н. Е. Ершову', 'name:ru': 'Н. Е. Ершову', 'subject:wikipedia': 'ru:Ершов, Николай Евгеньевич'}"
1144278950,node,55.8524749,49.0874428,П. Н. Нестерову,Казань,П. Н. Нестерову. Исторический объект: memorial,"{'historic': 'memorial', 'memorial': 'bust', 'name': 'П. Н. Нестерову'}"
1144279051,node,55.8524798,49.0869026,К. Э. Циолковскому,Казань,К. Э. Циолковскому. Исторический объект: memorial,"{'historic': 'memorial', 'memorial': 'bust', 'name': 'К. Э. Циолковскому'}"
1144279211,node,55.8539139,49.0853664,П. В. Дементьеву,Казань,П. В. Дементьеву. Исторический объект: memorial,"{'historic': 'memorial', 'memorial': 'bust', 'name': 'П. В. Дементьеву', 'name:ru': 'П. В. Дементьеву'}"
1144279303,node,55.8525584,49.0884771,В. И. Ленину,Казань,В. И. Ленину. Исторический объект: memorial,"{'historic': 'memorial', 'memorial': 'statue', 'memorial:subject': 'Владимир Ильич Ленин', 'name': 'В. И. Ленину'}"
1144279395,node,55.8527243,49.0858955,М. В. Ломоносову,Казань,М. В. Ломоносову. Исторический объект: memorial,"{'historic': 'memorial', 'memorial': 'bust', 'name': 'М. В. Ломоносову'}"
1144279459,node,55.8526985,49.0874734,В. П. Чкалову,Казань,В. П. Чкалову. Исторический объект: memorial,"{'historic': 'memorial', 'memorial': 'bust', 'name': 'В. П. Чкалову'}"
1144279502,node,55.8524938,49.0858594,Д. И. Менделееву,Казань,Д. И. Менделееву. Исторический объект: memorial,"{'historic': 'memorial', 'memorial': 'bust', 'name': 'Д. И. Менделееву'}"
1144279510,node,55.852718,49.0864128,Н. Е. Жуковскому,Казань,Н. Е. Жуковскому. Исторический объект: memorial,"{'historic': 'memorial', 'memorial': 'bust', 'name': 'Н. Е. Жуковскому'}"
1144279543,node,55.8527079,49.0869392,С. А. Чаплыгину,Казань,С. А. Чаплыгину. Исторический объект: memorial,"{'historic': 'memorial', 'memorial': 'bust', 'name': 'С. А. Чаплыгину'}"
1144279607,node,55.8524835,49.0863821,А. Ф. Можайскому,Казань,А. Ф. Можайскому. Исторический объект: memorial,"{'historic': 'memorial', 'memorial': 'bust', 'name': 'А. Ф. Можайскому'}"
1145710203,node,55.7868705,49.1225294,Л. Н. Гумилёву,Казань,Л. Н. Гумилёву. Исторический объект: memorial,"{'historic': 'memorial', 'inscription': 'Я, русский человек, всю жизнь защищаю татар от клеветы. Л. Гумилёв', 'memorial': 'bust', 'name': 'Л. Н. Гумилёву', 'name:en': 'L. N. Gumilev'}"
1145710437,node,55.7880898,49.1197433,Ф. И. Шаляпину,Казань,"Ф. И. Шаляпину. Исторический объект: memorial. monument in Kazan, Russia","{'historic': 'memorial', 'memorial': 'statue', 'name': 'Ф. И. Шаляпину', 'wikidata': 'Q4343411'}"
1145710770,node,55.7875954,49.1255934,М. Вахитову,Казань,М. Вахитову. Исторический объект: memorial,"{'historic': 'memorial', 'inscription': 'Мулланур Вахитов', 'memorial': 'statue', 'name': 'М. Вахитову', 'name:en': 'Monument to M. Vakhitov', 'name:ru': 'М. Вахитову'}"
1148615512,node,55.7910525,49.1231229,М. Т. Нужин,Казань,М. Т. Нужин. Исторический объект: memorial,"{'historic': 'memorial', 'inscription': 'Нужин Михаил Тихонович 1914 1983', 'memorial': 'bust', 'name': 'М. Т. Нужин'}"
1148615601,node,55.7930443,49.1242888,А.М. Бутлеров,Казань,А.М. Бутлеров. Исторический объект: memorial,"{'historic': 'memorial', 'inscription': 'Александр Бутлеров', 'material': 'metal', 'memorial': 'statue', 'name': 'А.М. Бутлеров', 'name:ru': 'А.М. Бутлеров'}"
1149020757,node,55.7845611,49.1174609,Салих Сайдашев,Казань,Салих Сайдашев. Исторический объект: memorial,"{'historic': 'memorial', 'memorial': 'statue', 'name': 'Салих Сайдашев', 'name:en': 'Salih Saidashev', 'name:ru': 'Салих Сайдашев', 'name:tt': 'Салих Сәйдәшев урамы', 'start_date': '2005'}"
1153018102,node,55.7961164,49.1085208,Муса Джалиль,Казань,"Муса Джалиль. Исторический объект: memorial. Памятник Мусе Джалилю — монументальный комплекс, установленный в 1966 году на площади 1 Мая в Казани в память о Герое Советского Союза, лауреате Ленинской премии — поэте-коммунисте Мусе Джалиле, участнике антифашистского подполья, казнённого в нацистской тюрьме в 1944 году.","{'artist_name': 'В. Е. Цигаль', 'historic': 'memorial', 'memorial': 'statue', 'name': 'Муса Джалиль', 'name:en': 'Musa Jalil', 'name:ru': 'Муса Джалиль', 'name:tt': 'Муса Җәлил', 'name:tt-lat': 'Musa Cälil', 'start_date': '1966-11-03', 'wikidata': 'Q13205949', 'wikipedia': 'ru:Памятник Мусе Джалилю (Казань)', 'wikipedia:tt': 'Муса Җәлил һәйкәле (Казан)'}"
1172762528,node,55.7931776,49.1422449,М. Горький,Казань,М. Горький. Исторический объект: memorial,"{'historic': 'memorial', 'inscription': 'М. Горький', 'memorial': 'bust', 'name': 'М. Горький', 'name:ru': 'М. Горький', 'subject:wikidata': 'Q12706', 'subject:wikipedia': 'ru:Максим Горький'}"
1172762716,node,55.7555619,49.178818,Д.М. Карбышев,Казань,Д.М. Карбышев. Исторический объект: memorial,"{'historic': 'memorial', 'memorial': 'bust', 'name': 'Д.М. Карбышев'}"
1172763282,node,55.7899565,49.1378602,А.В. Вишневскому,Казань,А.В. Вишневскому. Исторический объект: memorial,"{'historic': 'memorial', 'memorial': 'bust', 'name': 'А.В. Вишневскому'}"
1185938872,node,55.7852342,49.1200446,Габдулла Тукай,Казань,"Габдулла Тукай. Туризм: attraction. Исторический объект: memorial. Памятник Габдулле Тукаю, великому татарскому народному поэту, литературному критику, публицисту, общественному деятелю и переводчику, установлен в Казани на улице Пушкина в сквере имени Г. Тукая в Вахитовском районе города.","{'historic': 'memorial', 'material': 'bronze', 'memorial': 'statue', 'name': 'Габдулла Тукай', 'name:en': 'Ğabdulla Tuqay', 'name:ru': 'Габдулла Тукай', 'name:tt': 'Габдулла Тукай', 'start_date': '1958', 'tourism': 'attraction', 'wikidata': 'Q21643726', 'wikipedia': 'ru:Памятник Габдулле Тукаю (Казань, улица Пушкина)'}"
1197789382,node,55.8263575,49.1261017,Мастер вкуса,Казань,Мастер вкуса. Тип: cafe. Часы работы: Mo-Fr 10:00-19:00,"{'amenity': 'cafe', 'check_date': '2023-05-11', 'contact:email': 'radamaster@yandex.ru', 'contact:phone': '+7 843 5179279;+7 987 2852572', 'contact:website': 'http://cafemastervkusa.ru/', 'name': 'Мастер вкуса', 'opening_hours': 'Mo-Fr 10:00-19:00', 'wheelchair': 'no'}"
1204172975,node,55.831012,49.091189,Городу-герою Волгограду,Казань,Городу-герою Волгограду. Исторический объект: memorial,"{'historic': 'memorial', 'memorial': 'stone', 'name': 'Городу-герою Волгограду', 'name:ru': 'Городу-герою Волгограду'}"
1210345694,node,55.7851066,49.1716337,Гвардейская,Казань,Гвардейская. Туризм: hotel,"{'name': 'Гвардейская', 'tourism': 'hotel'}"
1210352753,node,55.7814234,49.1703757,Бакинский Дворик,Казань,Бакинский Дворик. Тип: restaurant. Часы работы: Mo-Su 10:00-23:00,"{'amenity': 'restaurant', 'name': 'Бакинский Дворик', 'opening_hours': 'Mo-Su 10:00-23:00'}"
1210353997,node,55.7817251,49.1701772,Фабрика качества,Казань,Фабрика качества. Магазин: convenience. Часы работы: Mo-Su 08:00-20:00,"{'name': 'Фабрика качества', 'opening_hours': 'Mo-Su 08:00-20:00', 'shop': 'convenience'}"
1213534571,node,55.7855414,49.1129314,Владыкой мира будет труд,Казань,Владыкой мира будет труд. Туризм: artwork. Описание: Выполнена известным скульптором Садри Ахуновым в 1935 году. В основе идеи создания скульптуры лежит прославление труда на всем земном шаре.,"{'artist_name': 'Садри Ахунов', 'artwork_type': 'sculpture', 'description': 'Выполнена известным скульптором Садри Ахуновым в 1935 году. В основе идеи создания скульптуры лежит прославление труда на всем земном шаре.', 'name': 'Владыкой мира будет труд', 'tourism': 'artwork'}"
1213563291,node,55.8077859,49.1846024,Учебно-научный информационный центр,Казань,Учебно-научный информационный центр. Тип: library,"{'amenity': 'library', 'contact:email': 'biblioteka@kstu.ru', 'contact:phone': '+7 843 2314116', 'contact:website': 'http://www.kstu.ru/1leveltest.jsp?idparent=1821', 'name': 'Учебно-научный информационный центр', 'official_name': 'Учебно-научный информационный центр Казанского национального исследовательского технологического университета', 'short_name': 'УНИЦ КНИТУ'}"
1219532683,node,55.7868005,49.1193957,Дублин,Казань,"Дублин. Тип: pub. Часы работы: Fr-Sa 12:00-04:00; Mo-Th,Su 12:00-02:00","{'amenity': 'pub', 'check_date': '2022-06-02', 'contact:email': 'irishpubdublin@mail.ru', 'contact:phone': '+7 843 2926701', 'contact:website': 'https://irishpubkazan.ru', 'name': 'Дублин', 'name:en': 'Dublin', 'opening_hours': 'Fr-Sa 12:00-04:00; Mo-Th,Su 12:00-02:00', 'operator': 'ООО ""Айриш паб""', 'wheelchair': 'no'}"
1222690522,node,55.8409841,48.9687761,СОК Лебяжье,Казань,СОК Лебяжье. Туризм: guest house,"{'name': 'СОК Лебяжье', 'tourism': 'guest_house'}"
1230992846,node,55.7943407,49.1323901,Музей-квартира Мусы Джалиля,Казань,"Музей-квартира Мусы Джалиля. Туризм: museum. Часы работы: Tu-Th,Sa-Su 10:00-18:00; Fr 10:00-17:00. Музей-квартира Мусы Джалиля — музей в Казани, структурное подразделение ГБУК «Национальный музей Республики Татарстан». Музей посвящён татарскому поэту, Герою Советского Союза, лауреату Ленинской премии, литературному и общественному деятелю Мусе Джалилю.
Музей-квартира находится на четвёртом этаже третьего подъезда жилого дома № 17 по улице Горького.","{'check_date': '2024-06-30', 'name': 'Музей-квартира Мусы Джалиля', 'opening_hours': 'Tu-Th,Sa-Su 10:00-18:00; Fr 10:00-17:00', 'tourism': 'museum', 'wheelchair': 'no', 'wikidata': 'Q61135758', 'wikipedia': 'ru:Музей-квартира Мусы Джалиля'}"
1271751599,node,55.738136,49.1563127,Оксана,Казань,Оксана. Магазин: convenience,"{'int_name': 'Oksana', 'name': 'Оксана', 'name:ru': 'Оксана', 'shop': 'convenience'}"
1334528277,node,55.8474725,48.9366678,СОЛ Молодая гвардия,Казань,СОЛ Молодая гвардия. Досуг: resort,"{'leisure': 'resort', 'name': 'СОЛ Молодая гвардия', 'name:ru': 'СОЛ Молодая гвардия', 'resort': 'kids_camp'}"
1342873724,node,55.7885052,49.1325225,Биляр,Казань,Биляр. Тип: restaurant. Кухня: regional,"{'amenity': 'restaurant', 'cuisine': 'regional', 'name': 'Биляр'}"
1346046065,node,55.8795952,49.1477954,Фасоль,Казань,Фасоль. Магазин: convenience. Часы работы: Mo-Su 07:00-23:00,"{'contact:phone': '+7 800 7001077', 'contact:website': 'https://myfasol.ru', 'name': 'Фасоль', 'opening_hours': 'Mo-Su 07:00-23:00', 'shop': 'convenience'}"
1348002879,node,55.7871687,49.156407,Трафик,Казань,Трафик. Магазин: convenience. Часы работы: 07:00-24:00,"{'addr:city': 'Казань', 'addr:floor': '1', 'addr:housenumber': '28/70', 'addr:street': 'Товарищеская улица', 'check_date': '2024-08-31', 'level': '0', 'name': 'Трафик', 'opening_hours': '07:00-24:00', 'operator': 'ООО ""Мадагаскар""', 'ref': '27', 'shop': 'convenience'}"
